-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2012 through 01/01/2018 in LST
Location: Latitude  4.7959   Longitude -75.6817 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2138.33 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
WD2M            MERRA-2 Wind Direction at 2 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS2M,WD2M
2012,2,17,17,15.99,91.4,8.29,0.56,265.9
2012,2,17,18,15.14,97.17,7.57,0.37,265.4
2012,2,17,19,14.76,98.53,7.96,0.35,261.9
2012,2,17,20,14.45,98.9,8.0,0.34,256.4
2012,2,17,21,14.15,99.01,8.09,0.3,252.8
2012,2,17,22,13.81,99.02,10.56,0.25,253.7
2012,2,17,23,13.52,98.95,11.3,0.21,250.7
2012,2,18,0,13.29,98.83,11.66,0.22,243.4
2012,2,18,1,13.03,99.03,11.44,0.21,234.8
2012,2,18,2,12.72,99.23,10.25,0.18,222.7
2012,2,18,3,12.42,99.38,8.0,0.14,210.3
2012,2,18,4,12.16,99.52,5.13,0.12,200.0
2012,2,18,5,12.0,99.37,3.16,0.13,202.6
2012,2,18,6,12.11,98.8,2.59,0.17,205.0
2012,2,18,7,12.87,97.51,3.57,0.22,187.8
2012,2,18,8,13.77,94.71,6.18,0.33,211.3
2012,2,18,9,15.01,87.0,9.54,0.41,225.0
2012,2,18,10,16.69,75.62,15.31,0.42,235.6
2012,2,18,11,18.28,67.33,15.86,0.43,248.2
2012,2,18,12,19.24,63.28,16.57,0.47,258.9
2012,2,18,13,19.8,61.25,12.62,0.5,265.4
2012,2,18,14,19.68,62.41,11.59,0.5,271.1
2012,2,18,15,18.72,68.67,12.13,0.47,277.3
2012,2,18,16,17.54,78.01,9.75,0.42,281.0
2012,2,18,17,16.37,89.49,7.05,0.32,286.2
2012,2,18,18,15.54,94.51,7.14,0.32,306.2
2012,2,18,19,15.19,93.7,4.07,0.34,333.4
2012,2,18,20,14.79,95.09,2.35,0.34,0.0
2012,2,18,21,14.38,96.7,1.51,0.33,19.5
2012,2,18,22,13.91,98.05,0.52,0.29,40.8
2012,2,18,23,13.46,99.32,0.36,0.21,52.6
2012,2,19,0,13.16,99.81,0.34,0.18,56.3
2012,2,19,1,12.93,99.49,0.34,0.26,62.4
2012,2,19,2,12.84,98.19,0.37,0.42,64.7
2012,2,19,3,12.76,97.08,0.42,0.47,61.8
2012,2,19,4,12.67,96.58,0.36,0.44,62.8
2012,2,19,5,12.48,96.81,0.29,0.41,68.5
2012,2,19,6,12.42,96.83,0.25,0.35,71.6
2012,2,19,7,13.48,96.55,0.01,0.09,69.4
2012,2,19,8,15.14,87.19,0.05,0.09,305.5
2012,2,19,9,17.77,67.53,0.24,0.15,281.3
2012,2,19,10,19.82,57.8,0.64,0.27,278.4
2012,2,19,11,21.04,53.71,0.86,0.43,282.1
2012,2,19,12,21.35,53.34,1.28,0.57,285.3
2012,2,19,13,21.09,55.19,1.64,0.65,285.1
2012,2,19,14,20.3,59.43,1.96,0.67,285.5
2012,2,19,15,18.88,67.53,2.18,0.63,285.6
2012,2,19,16,17.6,76.43,1.82,0.54,287.1
2012,2,19,17,16.42,85.88,1.81,0.4,287.5
2012,2,19,18,15.51,93.83,1.82,0.23,287.7
2012,2,19,19,15.11,97.2,1.58,0.19,302.0
2012,2,19,20,14.9,98.14,1.36,0.21,322.6
2012,2,19,21,14.67,98.68,1.1,0.22,335.8
2012,2,19,22,14.45,98.89,0.65,0.25,343.7
2012,2,19,23,14.3,98.61,0.5,0.33,340.5
2012,2,20,0,14.14,98.33,0.5,0.4,328.3
2012,2,20,1,13.91,98.4,0.6,0.44,323.4
2012,2,20,2,13.64,98.65,0.68,0.47,315.9
2012,2,20,3,13.42,98.42,0.68,0.49,312.5
2012,2,20,4,13.28,97.72,0.46,0.43,322.6
2012,2,20,5,13.16,97.4,0.37,0.32,331.8
2012,2,20,6,13.15,96.73,0.21,0.24,321.7
2012,2,20,7,14.15,94.43,0.03,0.22,277.8
2012,2,20,8,15.87,81.18,0.04,0.18,266.8
2012,2,20,9,17.75,67.0,0.09,0.24,265.2
2012,2,20,10,19.24,60.44,0.16,0.34,263.3
2012,2,20,11,20.3,56.67,0.2,0.47,261.3
2012,2,20,12,20.95,54.75,0.22,0.55,262.7
2012,2,20,13,21.06,54.69,0.29,0.58,265.1
2012,2,20,14,20.8,55.7,0.33,0.56,266.9
2012,2,20,15,20.08,58.97,0.41,0.5,271.1
2012,2,20,16,19.04,65.71,0.33,0.42,276.8
2012,2,20,17,17.51,81.6,0.3,0.27,285.1
2012,2,20,18,16.54,82.45,0.29,0.17,319.8
2012,2,20,19,15.91,84.31,0.29,0.17,10.0
2012,2,20,20,15.32,86.47,0.26,0.3,55.8
2012,2,20,21,14.76,88.41,0.24,0.4,63.4
2012,2,20,22,14.35,89.72,0.21,0.42,77.6
2012,2,20,23,13.99,90.63,0.17,0.44,92.6
2012,2,21,0,13.64,91.53,0.16,0.46,100.1
2012,2,21,1,13.28,92.66,0.12,0.49,100.6
2012,2,21,2,12.89,94.09,0.11,0.53,96.5
2012,2,21,3,12.5,95.4,0.08,0.56,94.1
2012,2,21,4,12.14,96.82,0.06,0.57,97.0
2012,2,21,5,11.82,97.84,0.04,0.58,99.0
2012,2,21,6,11.84,96.77,0.03,0.54,101.7
2012,2,21,7,13.82,90.36,0.0,0.14,102.1
2012,2,21,8,16.47,73.16,0.0,0.04,90.0
2012,2,21,9,18.58,62.45,0.0,0.02,243.4
2012,2,21,10,20.29,55.66,0.0,0.11,259.7
2012,2,21,11,21.55,51.13,0.0,0.2,267.1
2012,2,21,12,22.32,48.68,0.0,0.28,272.0
2012,2,21,13,22.57,48.17,0.0,0.34,278.4
2012,2,21,14,22.3,49.07,0.0,0.37,285.5
2012,2,21,15,21.49,52.18,0.0,0.36,293.0
2012,2,21,16,20.22,60.22,0.0,0.35,293.6
2012,2,21,17,18.69,76.81,0.0,0.24,294.4
2012,2,21,18,16.98,85.86,0.0,0.16,14.0
2012,2,21,19,15.86,86.54,0.0,0.37,55.0
2012,2,21,20,14.64,93.38,0.0,0.42,63.4
2012,2,21,21,13.7,97.53,0.0,0.41,65.3
2012,2,21,22,12.99,100.0,0.0,0.34,67.2
2012,2,21,23,12.66,100.0,0.0,0.24,67.7
2012,2,22,0,12.58,100.0,0.0,0.23,77.2
2012,2,22,1,12.28,100.0,0.0,0.21,84.6
2012,2,22,2,12.07,100.0,0.0,0.26,87.8
2012,2,22,3,11.81,99.28,0.0,0.28,92.0
2012,2,22,4,11.58,98.24,0.0,0.29,95.9
2012,2,22,5,11.3,98.06,0.0,0.29,102.1
2012,2,22,6,11.49,96.34,0.0,0.33,107.9
2012,2,22,7,13.38,86.36,0.27,0.53,105.4
2012,2,22,8,15.67,74.86,0.29,0.56,114.3
2012,2,22,9,17.98,64.72,0.39,0.47,134.1
2012,2,22,10,19.79,58.42,0.66,0.39,154.1
2012,2,22,11,20.95,55.4,0.71,0.32,171.1
2012,2,22,12,21.53,54.38,0.76,0.26,190.9
2012,2,22,13,21.41,55.17,0.71,0.24,215.0
2012,2,22,14,20.99,57.27,0.84,0.24,237.0
2012,2,22,15,20.22,61.09,0.85,0.24,253.1
2012,2,22,16,19.06,68.94,0.98,0.23,270.0
2012,2,22,17,17.65,83.75,1.67,0.17,283.2
2012,2,22,18,16.37,93.17,1.93,0.1,23.9
2012,2,22,19,15.6,94.78,2.06,0.17,54.5
2012,2,22,20,14.9,96.8,2.23,0.14,54.0
2012,2,22,21,14.41,98.07,2.24,0.13,61.4
2012,2,22,22,14.06,99.16,1.94,0.15,70.4
2012,2,22,23,13.58,99.68,1.4,0.15,78.7
2012,2,23,0,13.07,99.49,1.18,0.22,84.8
2012,2,23,1,12.67,99.06,1.06,0.32,95.4
2012,2,23,2,12.24,99.13,0.97,0.38,108.4
2012,2,23,3,11.81,99.54,0.88,0.42,118.4
2012,2,23,4,11.38,100.0,0.8,0.43,127.4
2012,2,23,5,11.08,100.0,0.68,0.4,133.0
2012,2,23,6,11.24,99.13,0.59,0.35,130.4
2012,2,23,7,12.89,94.53,3.08,0.36,129.4
2012,2,23,8,14.86,86.03,4.09,0.4,130.0
2012,2,23,9,17.29,72.91,4.65,0.36,142.8
2012,2,23,10,19.07,65.34,5.58,0.26,175.6
2012,2,23,11,20.35,60.73,7.23,0.24,216.4
2012,2,23,12,21.23,57.56,8.69,0.26,239.4
2012,2,23,13,21.41,56.78,10.81,0.27,252.9
2012,2,23,14,21.18,57.93,9.92,0.27,263.7
2012,2,23,15,20.43,61.43,11.46,0.25,272.3
2012,2,23,16,19.25,70.13,11.05,0.25,279.1
2012,2,23,17,17.79,85.39,9.84,0.16,284.9
2012,2,23,18,16.75,86.7,10.42,0.16,100.6
2012,2,23,19,15.99,87.77,9.59,0.32,106.2
2012,2,23,20,15.02,90.77,9.31,0.43,97.9
2012,2,23,21,14.08,93.23,8.21,0.53,93.2
2012,2,23,22,13.2,95.53,7.32,0.55,91.0
2012,2,23,23,12.39,97.23,6.38,0.51,88.9
2012,2,24,0,11.78,98.53,5.29,0.46,87.5
2012,2,24,1,11.38,98.68,4.6,0.47,90.0
2012,2,24,2,11.12,98.38,3.74,0.49,94.7
2012,2,24,3,10.91,97.94,2.89,0.52,100.0
2012,2,24,4,10.75,97.38,1.95,0.54,106.1
2012,2,24,5,10.54,96.84,1.21,0.57,112.5
2012,2,24,6,10.75,96.44,1.17,0.52,118.5
2012,2,24,7,12.91,95.62,0.16,0.33,115.0
2012,2,24,8,14.95,86.01,0.44,0.27,107.1
2012,2,24,9,17.72,67.6,0.64,0.17,115.0
2012,2,24,10,19.73,58.87,0.84,0.09,173.7
2012,2,24,11,21.02,54.97,0.97,0.11,217.9
2012,2,24,12,21.72,53.14,1.21,0.12,235.0
2012,2,24,13,21.72,53.81,1.45,0.14,249.0
2012,2,24,14,21.14,56.72,1.8,0.16,255.1
2012,2,24,15,19.94,63.11,1.92,0.17,263.3
2012,2,24,16,18.88,71.73,1.73,0.21,275.4
2012,2,24,17,17.66,85.39,2.42,0.18,289.4
2012,2,24,18,16.6,90.33,2.21,0.09,49.4
2012,2,24,19,15.96,91.41,2.47,0.21,81.9
2012,2,24,20,15.34,94.25,2.93,0.26,85.6
2012,2,24,21,14.75,96.89,3.3,0.23,87.5
2012,2,24,22,14.31,98.47,3.5,0.18,83.7
2012,2,24,23,13.99,99.33,3.73,0.16,75.1
2012,2,25,0,13.77,99.49,3.84,0.13,67.4
2012,2,25,1,13.53,99.37,3.64,0.16,75.1
2012,2,25,2,13.34,98.77,3.19,0.19,87.0
2012,2,25,3,13.14,98.32,2.62,0.19,108.4
2012,2,25,4,12.94,97.96,2.02,0.22,122.3
2012,2,25,5,12.94,96.5,1.54,0.3,117.4
2012,2,25,6,13.18,94.9,1.35,0.15,93.8
2012,2,25,7,13.82,96.79,11.64,0.18,315.0
2012,2,25,8,15.09,92.4,12.47,0.33,271.7
2012,2,25,9,17.04,78.76,13.01,0.53,259.1
2012,2,25,10,18.72,69.37,16.46,0.67,260.5
2012,2,25,11,19.68,64.96,17.78,0.76,263.2
2012,2,25,12,19.85,64.75,16.82,0.82,263.0
2012,2,25,13,19.16,69.05,19.3,0.83,261.7
2012,2,25,14,18.27,74.8,16.53,0.77,261.0
2012,2,25,15,17.37,81.16,17.83,0.67,260.5
2012,2,25,16,16.46,88.26,18.52,0.55,260.5
2012,2,25,17,15.66,94.81,15.68,0.39,259.6
2012,2,25,18,15.02,98.33,13.0,0.31,258.7
2012,2,25,19,14.64,98.75,13.02,0.38,268.5
2012,2,25,20,14.38,98.97,14.03,0.38,282.2
2012,2,25,21,14.18,99.24,12.98,0.34,289.0
2012,2,25,22,14.02,99.35,10.22,0.28,288.4
2012,2,25,23,13.83,99.52,7.41,0.23,285.3
2012,2,26,0,13.68,99.55,4.97,0.19,279.0
2012,2,26,1,13.53,99.4,3.41,0.2,272.9
2012,2,26,2,13.37,99.17,2.3,0.19,270.0
2012,2,26,3,13.17,99.06,1.61,0.14,257.9
2012,2,26,4,12.84,99.3,0.84,0.1,216.9
2012,2,26,5,12.56,99.29,0.58,0.09,198.4
2012,2,26,6,12.66,98.71,0.45,0.1,225.0
2012,2,26,7,13.29,97.01,0.03,0.17,239.0
2012,2,26,8,13.88,95.25,0.13,0.29,249.7
2012,2,26,9,14.46,91.09,0.23,0.37,257.5
2012,2,26,10,15.46,82.62,0.37,0.39,256.7
2012,2,26,11,16.72,74.28,0.42,0.39,253.4
2012,2,26,12,17.64,69.45,0.44,0.4,253.9
2012,2,26,13,18.13,67.58,0.59,0.38,256.3
2012,2,26,14,18.19,67.86,0.62,0.37,259.0
2012,2,26,15,17.88,70.27,0.69,0.37,262.3
2012,2,26,16,17.22,75.31,0.81,0.36,266.8
2012,2,26,17,16.1,85.55,0.8,0.25,270.0
2012,2,26,18,14.91,94.31,0.66,0.28,284.5
2012,2,26,19,14.49,93.87,0.53,0.38,302.0
2012,2,26,20,14.37,92.98,0.37,0.35,340.0
2012,2,26,21,14.01,94.27,0.3,0.43,26.0
2012,2,26,22,13.42,95.77,0.25,0.52,45.0
2012,2,26,23,12.97,96.68,0.24,0.53,51.8
2012,2,27,0,12.72,97.0,0.21,0.55,55.4
2012,2,27,1,12.55,96.72,0.17,0.57,58.5
2012,2,27,2,12.28,97.0,0.13,0.6,63.4
2012,2,27,3,11.93,97.46,0.09,0.6,68.6
2012,2,27,4,11.61,97.92,0.07,0.59,71.3
2012,2,27,5,11.26,98.59,0.05,0.58,81.0
2012,2,27,6,11.17,97.37,0.04,0.54,92.1
2012,2,27,7,13.0,90.54,0.14,0.25,68.6
2012,2,27,8,16.04,73.81,0.24,0.22,20.9
2012,2,27,9,18.25,64.83,0.42,0.17,0.0
2012,2,27,10,19.63,60.55,0.51,0.12,318.4
2012,2,27,11,20.44,58.53,0.77,0.16,284.9
2012,2,27,12,20.61,59.05,0.99,0.22,280.3
2012,2,27,13,20.68,59.66,1.49,0.3,283.6
2012,2,27,14,20.42,61.2,1.22,0.37,281.0
2012,2,27,15,19.41,66.52,1.3,0.36,277.9
2012,2,27,16,18.1,74.8,1.51,0.3,279.5
2012,2,27,17,16.84,84.95,1.81,0.2,284.7
2012,2,27,18,15.84,93.87,1.55,0.06,308.7
2012,2,27,19,15.29,96.96,1.56,0.08,39.8
2012,2,27,20,14.8,98.14,1.53,0.16,37.6
2012,2,27,21,14.38,99.2,1.47,0.22,39.5
2012,2,27,22,14.24,98.67,1.3,0.26,49.6
2012,2,27,23,14.25,97.27,1.13,0.18,49.4
2012,2,28,0,14.09,96.41,1.13,0.15,28.3
2012,2,28,1,13.79,96.14,1.29,0.16,21.8
2012,2,28,2,13.38,95.35,1.5,0.17,3.4
2012,2,28,3,12.93,95.27,1.73,0.21,340.7
2012,2,28,4,12.5,95.87,1.85,0.29,346.0
2012,2,28,5,12.27,95.9,1.89,0.29,342.2
2012,2,28,6,12.31,95.28,1.84,0.22,324.2
2012,2,28,7,13.29,94.66,23.62,0.16,309.8
2012,2,28,8,14.66,87.41,20.63,0.15,298.3
2012,2,28,9,16.67,72.91,21.49,0.19,276.0
2012,2,28,10,18.28,65.06,26.66,0.27,267.9
2012,2,28,11,19.47,61.18,24.46,0.38,267.0
2012,2,28,12,20.4,58.47,27.7,0.51,268.9
2012,2,28,13,20.43,59.39,21.78,0.58,272.0
2012,2,28,14,19.65,64.03,25.79,0.59,273.9
2012,2,28,15,18.35,71.98,20.26,0.56,276.1
2012,2,28,16,17.07,81.64,19.11,0.5,279.3
2012,2,28,17,15.97,90.85,14.83,0.37,282.5
2012,2,28,18,15.28,96.92,11.1,0.26,290.6
2012,2,28,19,14.98,98.01,9.4,0.24,311.6
2012,2,28,20,14.71,98.38,6.27,0.22,333.4
2012,2,28,21,14.46,98.67,4.58,0.22,352.2
2012,2,28,22,14.27,98.68,4.62,0.26,0.0
2012,2,28,23,14.11,98.13,5.02,0.33,0.0
2012,2,29,0,13.94,97.66,4.76,0.37,356.9
2012,2,29,1,13.77,97.34,4.34,0.4,351.5
2012,2,29,2,13.65,96.85,4.43,0.43,346.6
2012,2,29,3,13.53,96.06,5.18,0.44,350.8
2012,2,29,4,13.46,95.3,5.15,0.37,358.5
2012,2,29,5,13.42,94.54,5.28,0.2,8.5
2012,2,29,6,13.4,93.83,5.61,0.06,108.5
2012,2,29,7,13.87,96.73,0.76,0.1,203.9
2012,2,29,8,14.94,90.59,0.83,0.17,234.5
2012,2,29,9,16.63,77.21,1.15,0.29,245.2
2012,2,29,10,18.49,66.33,1.7,0.37,256.0
2012,2,29,11,19.48,61.97,2.52,0.45,261.0
2012,2,29,12,19.8,61.61,2.86,0.48,265.2
2012,2,29,13,20.01,61.82,3.46,0.49,270.0
2012,2,29,14,19.54,64.59,3.38,0.48,274.8
2012,2,29,15,18.69,69.88,3.16,0.48,279.7
2012,2,29,16,17.56,78.4,4.29,0.47,283.4
2012,2,29,17,16.34,89.38,3.1,0.38,285.1
2012,2,29,18,15.41,96.49,3.0,0.26,285.6
2012,2,29,19,14.99,98.47,2.63,0.24,294.4
2012,2,29,20,14.72,98.98,2.79,0.25,310.1
2012,2,29,21,14.56,99.13,2.81,0.3,332.6
2012,2,29,22,14.43,98.97,2.86,0.3,358.1
2012,2,29,23,14.19,99.46,3.06,0.22,15.9
2012,3,1,0,14.0,99.82,2.81,0.13,18.4
2012,3,1,1,13.92,99.78,2.39,0.07,8.1
2012,3,1,2,13.89,99.53,2.07,0.07,8.1
2012,3,1,3,13.83,99.12,1.8,0.06,18.5
2012,3,1,4,13.63,99.1,1.26,0.04,14.1
2012,3,1,5,13.22,99.08,0.82,0.03,18.4
2012,3,1,6,13.12,98.75,0.62,0.11,68.2
2012,3,1,7,13.89,96.99,0.01,0.24,70.8
2012,3,1,8,14.98,89.41,0.02,0.33,70.5
2012,3,1,9,16.82,76.63,0.03,0.28,77.5
2012,3,1,10,18.16,69.79,0.04,0.16,93.6
2012,3,1,11,18.98,66.64,0.04,0.08,156.8
2012,3,1,12,19.17,66.8,0.05,0.11,217.9
2012,3,1,13,19.09,68.2,0.05,0.15,233.1
2012,3,1,14,18.78,70.52,0.05,0.14,245.2
2012,3,1,15,18.28,73.81,0.06,0.13,247.4
2012,3,1,16,17.55,78.72,0.09,0.1,241.0
2012,3,1,17,16.61,86.03,0.12,0.06,218.7
2012,3,1,18,15.68,93.59,0.13,0.04,180.0
2012,3,1,19,15.2,96.14,0.14,0.08,140.2
2012,3,1,20,15.01,96.58,0.15,0.14,120.3
2012,3,1,21,14.85,96.87,0.15,0.14,107.1
2012,3,1,22,14.66,97.24,0.14,0.13,98.8
2012,3,1,23,14.53,97.19,0.13,0.14,94.1
2012,3,2,0,14.43,97.13,0.13,0.12,85.2
2012,3,2,1,14.27,97.45,0.11,0.08,76.0
2012,3,2,2,14.11,97.66,0.1,0.08,66.8
2012,3,2,3,13.94,97.89,0.09,0.08,66.8
2012,3,2,4,13.76,98.04,0.08,0.07,81.9
2012,3,2,5,13.46,98.32,0.06,0.09,90.0
2012,3,2,6,13.37,97.84,0.05,0.19,99.0
2012,3,2,7,14.85,90.04,0.8,0.3,101.7
2012,3,2,8,16.93,76.79,0.59,0.45,114.9
2012,3,2,9,18.92,65.59,0.79,0.47,137.6
2012,3,2,10,20.33,60.03,1.02,0.47,157.3
2012,3,2,11,21.13,58.05,1.66,0.42,165.0
2012,3,2,12,21.38,58.09,1.95,0.35,166.8
2012,3,2,13,21.08,60.16,2.69,0.27,177.9
2012,3,2,14,20.02,66.43,3.0,0.2,212.9
2012,3,2,15,18.92,74.2,2.83,0.17,234.5
2012,3,2,16,17.86,82.99,2.67,0.16,248.2
2012,3,2,17,16.86,91.71,2.85,0.11,254.7
2012,3,2,18,16.06,96.64,3.35,0.04,243.4
2012,3,2,19,15.66,98.01,3.72,0.04,146.3
2012,3,2,20,15.44,98.53,3.77,0.08,135.0
2012,3,2,21,15.28,98.71,3.86,0.12,149.0
2012,3,2,22,15.1,98.85,3.62,0.14,159.0
2012,3,2,23,14.85,99.09,3.33,0.11,164.7
2012,3,3,0,14.59,99.11,3.08,0.11,169.7
2012,3,3,1,14.28,98.99,2.95,0.12,166.0
2012,3,3,2,13.88,99.03,2.94,0.12,138.4
2012,3,3,3,13.42,99.19,2.75,0.15,126.9
2012,3,3,4,13.05,98.97,2.31,0.17,122.7
2012,3,3,5,12.77,98.48,1.78,0.15,113.2
2012,3,3,6,12.85,98.22,1.46,0.19,115.2
2012,3,3,7,14.2,94.57,8.91,0.21,129.1
2012,3,3,8,16.49,83.81,7.66,0.21,169.2
2012,3,3,9,19.09,67.76,11.76,0.24,196.9
2012,3,3,10,20.6,60.55,15.54,0.24,209.7
2012,3,3,11,21.31,58.41,20.71,0.25,211.8
2012,3,3,12,21.35,58.85,25.58,0.24,213.0
2012,3,3,13,20.86,61.55,23.8,0.25,223.4
2012,3,3,14,20.19,65.88,23.84,0.24,231.7
2012,3,3,15,19.44,71.59,20.56,0.23,239.0
2012,3,3,16,18.48,80.06,20.49,0.22,245.8
2012,3,3,17,17.28,89.86,18.15,0.14,236.3
2012,3,3,18,16.14,96.55,14.6,0.08,225.0
2012,3,3,19,15.62,98.02,9.5,0.07,188.1
2012,3,3,20,15.33,98.57,6.01,0.07,153.4
2012,3,3,21,15.09,98.77,4.51,0.08,135.0
2012,3,3,22,14.87,98.81,3.71,0.12,114.4
2012,3,3,23,14.66,98.65,3.18,0.16,104.0
2012,3,4,0,14.44,98.48,2.91,0.16,100.6
2012,3,4,1,14.26,98.43,2.69,0.14,90.0
2012,3,4,2,14.04,98.65,2.36,0.12,80.5
2012,3,4,3,13.81,98.79,2.37,0.12,80.5
2012,3,4,4,13.59,98.56,2.45,0.17,90.0
2012,3,4,5,13.33,98.51,2.38,0.22,100.3
2012,3,4,6,13.3,98.52,2.35,0.28,108.4
2012,3,4,7,14.46,96.66,3.19,0.3,109.6
2012,3,4,8,16.3,87.67,2.78,0.38,125.4
2012,3,4,9,18.69,71.4,2.7,0.34,149.6
2012,3,4,10,20.42,62.58,3.04,0.29,192.1
2012,3,4,11,21.37,59.42,7.74,0.32,218.7
2012,3,4,12,21.53,59.27,14.14,0.35,233.1
2012,3,4,13,21.14,61.24,28.75,0.36,242.0
2012,3,4,14,20.06,67.49,33.46,0.36,243.4
2012,3,4,15,18.87,76.21,34.5,0.33,238.7
2012,3,4,16,17.76,85.65,45.63,0.25,236.3
2012,3,4,17,16.87,93.52,47.05,0.14,213.7
2012,3,4,18,16.19,97.38,47.85,0.11,164.7
2012,3,4,19,15.8,98.38,48.84,0.13,151.4
2012,3,4,20,15.49,98.77,49.64,0.13,147.5
2012,3,4,21,15.2,99.14,48.72,0.09,148.0
2012,3,4,22,14.95,99.43,47.05,0.09,148.0
2012,3,4,23,14.81,99.32,42.91,0.1,156.1
2012,3,5,0,14.67,99.23,39.69,0.1,156.1
2012,3,5,1,14.44,99.26,37.59,0.09,180.0
2012,3,5,2,14.07,99.45,33.79,0.08,203.2
2012,3,5,3,13.54,99.65,28.79,0.11,185.2
2012,3,5,4,13.16,99.25,21.02,0.22,158.2
2012,3,5,5,12.83,99.07,13.75,0.27,151.6
2012,3,5,6,12.63,99.38,7.29,0.27,145.7
2012,3,5,7,13.4,98.98,1.78,0.3,137.7
2012,3,5,8,14.2,97.9,0.91,0.38,137.1
2012,3,5,9,14.95,95.5,1.09,0.37,143.7
2012,3,5,10,15.66,89.39,2.14,0.36,152.0
2012,3,5,11,17.11,78.6,3.85,0.29,167.9
2012,3,5,12,18.63,69.55,5.45,0.22,198.4
2012,3,5,13,19.22,66.12,5.75,0.21,232.6
2012,3,5,14,19.2,66.25,6.28,0.21,256.0
2012,3,5,15,18.65,70.51,7.45,0.19,267.0
2012,3,5,16,17.88,78.15,6.87,0.18,276.3
2012,3,5,17,16.87,89.11,6.16,0.17,252.6
2012,3,5,18,15.94,91.44,4.87,0.27,236.9
2012,3,5,19,15.51,91.24,4.65,0.28,202.9
2012,3,5,20,15.04,92.85,5.04,0.32,151.8
2012,3,5,21,14.35,95.57,4.82,0.41,108.4
2012,3,5,22,13.67,98.19,4.37,0.36,91.6
2012,3,5,23,13.38,98.79,4.19,0.29,84.1
2012,3,6,0,13.23,98.77,4.38,0.28,81.9
2012,3,6,1,12.95,98.84,4.63,0.25,80.9
2012,3,6,2,12.69,98.8,4.55,0.24,87.6
2012,3,6,3,12.51,98.76,4.6,0.29,93.9
2012,3,6,4,12.52,98.04,4.71,0.44,96.5
2012,3,6,5,12.53,97.6,4.73,0.51,99.1
2012,3,6,6,12.59,97.97,4.02,0.43,104.7
2012,3,6,7,13.77,97.91,9.15,0.31,91.8
2012,3,6,8,15.12,93.54,8.93,0.31,93.7
2012,3,6,9,16.8,81.41,9.98,0.28,112.9
2012,3,6,10,18.31,71.59,11.92,0.27,148.7
2012,3,6,11,19.19,67.75,12.4,0.31,176.3
2012,3,6,12,19.23,68.37,13.4,0.36,195.9
2012,3,6,13,18.97,70.74,14.92,0.38,205.2
2012,3,6,14,18.49,74.04,14.98,0.35,207.3
2012,3,6,15,18.02,78.41,14.03,0.26,207.6
2012,3,6,16,17.46,84.61,15.77,0.15,208.3
2012,3,6,17,16.63,92.11,17.21,0.12,184.8
2012,3,6,18,15.55,94.32,18.42,0.2,143.1
2012,3,6,19,14.72,96.21,18.13,0.33,125.1
2012,3,6,20,13.95,98.28,17.38,0.35,115.1
2012,3,6,21,13.27,99.7,17.31,0.31,110.8
2012,3,6,22,12.76,100.0,18.32,0.26,112.6
2012,3,6,23,12.53,99.68,18.28,0.25,101.8
2012,3,7,0,12.49,99.03,18.41,0.31,93.7
2012,3,7,1,12.5,98.13,17.94,0.44,101.8
2012,3,7,2,12.29,97.87,17.76,0.48,118.7
2012,3,7,3,12.01,97.9,17.43,0.46,124.4
2012,3,7,4,11.88,97.51,17.22,0.43,123.7
2012,3,7,5,11.84,97.1,17.41,0.4,122.9
2012,3,7,6,12.06,97.46,17.08,0.35,124.6
2012,3,7,7,13.28,96.65,2.23,0.3,126.9
2012,3,7,8,14.58,93.99,2.25,0.26,150.5
2012,3,7,9,16.02,86.73,2.35,0.33,167.7
2012,3,7,10,17.82,74.4,2.54,0.33,181.7
2012,3,7,11,18.96,68.29,2.51,0.3,197.2
2012,3,7,12,19.62,65.69,2.43,0.25,213.7
2012,3,7,13,20.22,63.55,2.32,0.19,235.5
2012,3,7,14,20.04,64.74,2.36,0.2,264.3
2012,3,7,15,19.36,68.96,2.16,0.19,281.9
2012,3,7,16,18.48,76.14,2.38,0.17,290.6
2012,3,7,17,17.35,88.5,2.99,0.08,315.0
2012,3,7,18,16.2,94.33,3.08,0.14,90.0
2012,3,7,19,15.32,97.07,3.07,0.16,100.6
2012,3,7,20,14.77,98.18,3.15,0.14,94.1
2012,3,7,21,14.45,98.74,3.43,0.15,90.0
2012,3,7,22,14.28,98.76,3.92,0.19,93.0
2012,3,7,23,14.17,98.58,4.53,0.22,95.2
2012,3,8,0,14.0,98.42,5.01,0.21,95.4
2012,3,8,1,13.78,98.42,5.02,0.19,93.0
2012,3,8,2,13.53,98.55,4.86,0.19,93.0
2012,3,8,3,13.34,98.55,4.23,0.2,92.9
2012,3,8,4,13.26,98.35,3.35,0.2,92.9
2012,3,8,5,13.21,98.23,2.55,0.2,95.7
